id,Code,CX_card_name1,num_of_CX_card1,CX_card_name2,num_of_CX_card2,CX_card_name3,num_of_CX_card3,CX_card_name4,num_of_CX_card4,CX_card_name5,num_of_CX_card5,CX_card_name6,num_of_CX_card6,CX_card_name7,num_of_CX_card7,CX_card_name8,num_of_CX_card8
﻿1,6YPH,花咲く勇気,4,ポリフィリム鋏恋夢,4
﻿2,57P2,やさしい黄昏,2,やさしい黄昏,2,看板・宣伝・大作戦☆,2,看板・宣伝・大作戦☆,2
